city,year,month,longitude,latitude,time,t2m,skt,tp
Wuhan2,2011,1,114.3,30.6,2011/1/1 0:00,272.222816,271.9464139,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 1:00,272.9282238,273.0628676,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 2:00,274.0484892,275.0278262,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 3:00,275.0354611,276.7796435,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 4:00,275.6270452,277.8960972,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 5:00,276.4927048,280.0335986,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 6:00,276.9539906,280.6730221,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 7:00,276.1647127,278.9739825,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 8:00,276.0463959,277.5022936,2.78e-17
Wuhan2,2011,1,114.3,30.6,2011/1/1 9:00,275.8187483,276.357421,5.65e-06
Wuhan2,2011,1,114.3,30.6,2011/1/1 10:00,275.4128768,275.4135102,1.13e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 11:00,275.0429495,274.7639371,1.7e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 12:00,274.8227904,274.4614796,1.7e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 13:00,274.6310872,274.284877,2.26e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 14:00,274.3090858,273.9519708,2.26e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 15:00,274.1802852,273.8423553,2.83e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 16:00,273.9196887,273.584556,3.39e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 17:00,273.8672698,273.584556,4.52e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 18:00,273.8028695,273.5926757,5.65e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 19:00,273.5257985,273.5256884,9.04e-05
Wuhan2,2011,1,114.3,30.6,2011/1/1 20:00,273.4359377,273.416073,0.000124368
Wuhan2,2011,1,114.3,30.6,2011/1/1 21:00,273.3835188,273.4079533,0.000175246
Wuhan2,2011,1,114.3,30.6,2011/1/1 22:00,273.1843272,273.3490858,0.00029396
Wuhan2,2011,1,114.3,30.6,2011/1/1 23:00,272.8668188,273.1623335,0.000520084
Wuhan2,2011,1,114.3,30.6,2011/1/2 0:00,272.6017293,273.0689574,0.000831004
Wuhan2,2011,1,114.3,30.6,2011/1/2 1:00,272.541822,273.3328464,0.000350491
Wuhan2,2011,1,114.3,30.6,2011/1/2 2:00,272.6915901,273.9641503,0.000723595
Wuhan2,2011,1,114.3,30.6,2011/1/2 3:00,273.02108,275.0724843,0.001085392
Wuhan2,2011,1,114.3,30.6,2011/1/2 4:00,273.4209609,276.1605192,0.001407618
Wuhan2,2011,1,114.3,30.6,2011/1/2 5:00,273.7804043,276.6659682,0.001662007
Wuhan2,2011,1,114.3,30.6,2011/1/2 6:00,274.1218756,277.0009043,0.001899437
Wuhan2,2011,1,114.3,30.6,2011/1/2 7:00,273.3460768,275.9453481,0.002278193
Wuhan2,2011,1,114.3,30.6,2011/1/2 8:00,273.4494168,275.1252621,0.002577807
Wuhan2,2011,1,114.3,30.6,2011/1/2 9:00,273.5243009,274.3823129,0.002786971
Wuhan2,2011,1,114.3,30.6,2011/1/2 10:00,273.4314446,273.6880817,0.002900033
Wuhan2,2011,1,114.3,30.6,2011/1/2 11:00,273.2157785,273.0405386,0.00296787
